Group No,Group Name,Name,Sub Name,Repeater Call Sign,Gateway Call Sign,Frequency,Dup,Offset,Mode,Tone,Repeater Tone,RPT1USE,Position,Latitude,Longitude,UTC Offset
1,UK_DStar_VHF_Rpt,ABERDEEN,SCOT-DsRp,GB7GD  C,GB7GD  G,145.6875,DUP-,0.6000,DV,TONE,1.0Hz,YES,Approximate,57.2,-2.1,0:00
1,UK_DStar_VHF_Rpt,ACCRINGTON,NOR-DsRp,GB3RF ,GB3RF ,145.7750,DUP-,0.6000,DV,TONE,82.5Hz,YES,Approximate,53.7,-2.4,0:00
1,UK_DStar_VHF_Rpt,AIRDRIE,SCOT-DsRp,GB7DA  C,GB7DA  G,145.7750,DUP-,0.6000,DV,TONE,1.0Hz,YES,Approximate,55.9,-4.0,0:00
1,UK_DStar_VHF_Rpt,ALFRETON,MIDL-DsRp,GB3IN ,GB3IN ,145.6375,DUP-,0.6000,DV,TONE,71.9Hz,YES,Approximate,53.1,-1.5,0:00
1,UK_DStar_VHF_Rpt,ATTLEBOURGH,SE-DsRp,GB7NM  C,GB7NM  G,145.7375,DUP-,0.6000,DV,TONE,0.0Hz,YES,Approximate,52.5,1.0,0:00
1,UK_DStar_VHF_Rpt,BARNSLEY,NOR-DsRp,GB7NA  C,GB7NA  G,145.6750,DUP-,0.6000,DV,TONE,0.0Hz,YES,Approximate,53.6,-1.4,0:00
1,UK_DStar_VHF_Rpt,BARNSLEY,NOR-DsRp,GB3NA ,GB3NA ,145.6125,DUP-,0.6000,DV,TONE,71.9Hz,YES,Approximate,53.6,-1.4,0:00
1,UK_DStar_VHF_Rpt,BECKENHAM,SE-DsRp,GB7OK  C,GB7OK  G,145.7125,DUP-,0.6000,DV,TONE,3.0Hz,YES,Approximate,51.4,0.0,0:00
1,UK_DStar_VHF_Rpt,CARRICKFERGUS,NI-DsRp,GB7NI  C,GB7NI  G,145.7500,DUP-,0.6000,DV,TONE,1.0Hz,YES,Approximate,54.8,-5.8,0:00
1,UK_DStar_VHF_Rpt,CHIPPENHAM,SW-DsRp,GB7SW  C,GB7SW  G,145.6375,DUP-,0.6000,DV,TONE,2.0Hz,YES,Approximate,51.5,-2.2,0:00
1,UK_DStar_VHF_Rpt,CLACTON ON SEA,SE-DsRp,GB7TE  C,GB7TE  G,145.7750,DUP-,0.6000,DV,TONE,0.0Hz,YES,Approximate,51.8,1.2,0:00
1,UK_DStar_VHF_Rpt,COWBRIDGE,WM-DsRp,GB7RB  C,GB7RB  G,145.6750,DUP-,0.6000,DV,TONE,0.0Hz,YES,Approximate,51.5,-3.4,0:00
1,UK_DStar_VHF_Rpt,DUNS,SCOT-DsRp,GB3DU ,GB3DU ,145.7625,DUP-,0.6000,DV,TONE,1.0Hz,YES,Approximate,55.8,-2.4,0:00
1,UK_DStar_VHF_Rpt,DURHAM,NOR-DsRp,GB7PB  C,GB7PB  G,145.6625,DUP-,0.6000,DV,TONE,0.0Hz,YES,Approximate,54.7,-1.5,0:00
1,UK_DStar_VHF_Rpt,FAREHAM,SW-DsRp,GB7RN  C,GB7RN  G,145.6375,DUP-,0.6000,DV,TONE,0.0Hz,YES,Approximate,50.8,-1.2,0:00
1,UK_DStar_VHF_Rpt,GRIMSBY,MIDL-DsRp,GB7WA  C,GB7WA  G,145.6875,DUP-,0.6000,DV,TONE,2.0Hz,YES,Approximate,53.5,-0.1,0:00
1,UK_DStar_VHF_Rpt,HAWICK,SCOT-DsRp,GB3AI ,GB3AI ,145.7375,DUP-,0.6000,DV,TONE,3.0Hz,YES,Approximate,55.4,-2.7,0:00
1,UK_DStar_VHF_Rpt,HERNE BAY,SE-DsRp,GB3KI ,GB3KI ,145.6625,DUP-,0.6000,DV,TONE,103.5Hz,YES,Approximate,51.4,1.1,0:00
1,UK_DStar_VHF_Rpt,HERNE BAY,SE-DsRp,GB7IC  C,GB7IC  G,145.6625,DUP-,0.6000,DV,TONE,0.0Hz,YES,Approximate,51.4,1.1,0:00
1,UK_DStar_VHF_Rpt,HIGHER POYNTON,NOR-DsRp,GB7AM  C,GB7AM  G,145.6625,DUP-,0.6000,DV,TONE,0.0Hz,YES,Approximate,53.3,-2.1,0:00
1,UK_DStar_VHF_Rpt,HULL,NOR-DsRp,GB3HS ,GB3HS ,145.6500,DUP-,0.6000,DV,TONE,88.5Hz,YES,Approximate,53.8,-0.6,0:00
1,UK_DStar_VHF_Rpt,LIVINGSTON,SCOT-DsRp,GB7LV  C,GB7LV  G,145.6125,DUP-,0.6000,DV,TONE,1.0Hz,YES,Approximate,55.9,-3.5,0:00
1,UK_DStar_VHF_Rpt,LOCHMADDY,SCOT-DsRp,GB3EI ,GB3EI ,145.6125,DUP-,0.6000,DV,TONE,88.5Hz,YES,Approximate,57.6,-7.3,0:00
1,UK_DStar_VHF_Rpt,MAENCLOCHOG,WM-DsRp,GB7PD  C,GB7PD  G,145.7375,DUP-,0.6000,DV,TONE,94.8Hz,YES,Approximate,51.9,-4.8,0:00
1,UK_DStar_VHF_Rpt,MANCHESTER,NOR-DsRp,GB3MI ,GB3MI ,145.7125,DUP-,0.6000,DV,TONE,82.5Hz,YES,Approximate,53.5,-2.2,0:00
1,UK_DStar_VHF_Rpt,MARKFIELD,MIDL-DsRp,GB3CF ,GB3CF ,145.6000,DUP-,0.6000,DV,TONE,77.0Hz,YES,Approximate,52.7,-1.3,0:00
1,UK_DStar_VHF_Rpt,NEWHAVEN,SE-DsRp,GB3EB ,GB3EB ,145.7875,DUP-,0.6000,DV,TONE,88.5Hz,YES,Approximate,50.8,0.4,0:00
1,UK_DStar_VHF_Rpt,SHEFFIELD,NOR-DsRp,GB7SF  C,GB7SF  G,145.7375,DUP-,0.6000,DV,TONE,0.0Hz,YES,Approximate,53.4,-1.4,0:00
1,UK_DStar_VHF_Rpt,SOUTHAMPTON,SW-DsRp,GB7IV  C,GB7IV  G,145.7750,DUP-,0.6000,DV,TONE,0.0Hz,YES,Approximate,50.9,-1.3,0:00
1,UK_DStar_VHF_Rpt,SOUTHPORT,NOR-DsRp,GB3OA ,GB3OA ,145.6125,DUP-,0.6000,DV,TONE,82.5Hz,YES,Approximate,53.6,-3.0,0:00
1,UK_DStar_VHF_Rpt,STOKE ON TRENT,MIDL-DsRp,GB3VT ,GB3VT ,145.7250,DUP-,0.6000,DV,TONE,103.5Hz,YES,Approximate,53.0,-2.1,0:00
1,UK_DStar_VHF_Rpt,WASHINGTON,NOR-DsRp,GB3UK ,GB3UK ,145.6125,DUP-,0.6000,DV,TONE,10.0Hz,YES,Approximate,54.9,-1.5,0:00
1,UK_DStar_VHF_Rpt,WESTON-SUPER-MAR,SW-DsRp,GB3WE ,GB3WE ,145.6875,DUP-,0.6000,DV,TONE,94.8Hz,YES,Approximate,51.3,-3.0,0:00
1,UK_DStar_VHF_Rpt,WHITBY,NOR-DsRp,GB7RW  C,GB7RW  G,145.6000,DUP-,0.6000,DV,TONE,88.5Hz,YES,Approximate,54.4,-0.6,0:00
1,UK_DStar_UHF_Rpt,AIRDRIE,SCOT-DsRp,GB7GG  B,GB7GG  G,439.6250,DUP-,9.0000,DV,TONE,1.0Hz,YES,Approximate,55.9,-4.0,0:00
1,UK_DStar_UHF_Rpt,ALFORD,MIDL-DsRp,GB7JM  B,GB7JM  G,439.5875,DUP-,9.0000,DV,TONE,3.0Hz,YES,Approximate,53.3,0.1,0:00
1,UK_DStar_UHF_Rpt,AMERSHAM,SW-DsRp,GB7AU  B,GB7AU  G,439.7000,DUP-,9.0000,DV,TONE,0.0Hz,YES,Approximate,51.7,-0.6,0:00
1,UK_DStar_UHF_Rpt,ASHINGTON,NOR-DsRp,GB7NE  B,GB7NE  G,439.4500,DUP-,9.0000,DV,TONE,3.0Hz,YES,Approximate,55.2,-1.5,0:00
1,UK_DStar_UHF_Rpt,ASHTON-U-LYNE,NOR-DsRp,GB3KU ,GB3KU ,433.0750,DUP+,1.6000,DV,TONE,82.5Hz,YES,Approximate,53.5,-2.1,0:00
1,UK_DStar_UHF_Rpt,BALLYCASTLE,NI-DsRp,GB7KK  B,GB7KK  G,430.9250,DUP+,7.6000,DV,TONE,1.0Hz,YES,Approximate,55.2,-6.2,0:00
1,UK_DStar_UHF_Rpt,BANFF,SCOT-DsRp,GB7BB  B,GB7BB  G,439.7125,DUP-,9.0000,DV,TONE,1.0Hz,YES,Approximate,57.7,-2.6,0:00
1,UK_DStar_UHF_Rpt,BARNSLEY,NOR-DsRp,GB7NA  B,GB7NA  G,439.4500,DUP-,9.0000,DV,TONE,0.0Hz,YES,Approximate,53.6,-1.4,0:00
1,UK_DStar_UHF_Rpt,BECCLES,SE-DsRp,GB7BE  B,GB7BE  G,439.6625,DUP-,9.0000,DV,TONE,0.0Hz,YES,Approximate,52.4,1.6,0:00
1,UK_DStar_UHF_Rpt,BELFAST,NI-DsRp,GB7RK  B,GB7RK  G,439.4375,DUP-,9.0000,DV,TONE,3.0Hz,YES,Approximate,54.6,-6.0,0:00
1,UK_DStar_UHF_Rpt,BESSBROOK,NI-DsRp,GB7NY  B,GB7NY  G,439.6875,DUP-,9.0000,DV,TONE,1.0Hz,YES,Approximate,54.2,-6.4,0:00
1,UK_DStar_UHF_Rpt,BEWDLEY,WM-DsRp,GB7WF  B,GB7WF  G,439.4875,DUP-,9.0000,DV,TONE,13.0Hz,YES,Approximate,52.4,-2.3,0:00
1,UK_DStar_UHF_Rpt,BIRMINGHAM,MIDL-DsRp,GB7BM  B,GB7BM  G,439.4000,DUP-,9.0000,DV,TONE,3.0Hz,YES,Approximate,52.5,-1.9,0:00
1,UK_DStar_UHF_Rpt,BLACKPOOL,NOR-DsRp,GB7BF  B,GB7BF  G,430.3000,DUP+,9.0000,DV,TONE,5.0Hz,YES,Approximate,53.9,-3.0,0:00
1,UK_DStar_UHF_Rpt,BOGNOR REGIS,SE-DsRp,GB7BN  B,GB7BN  G,439.5875,DUP-,9.0000,DV,TONE,3.0Hz,YES,Approximate,50.8,-0.7,0:00
1,UK_DStar_UHF_Rpt,BOURNE,MIDL-DsRp,GB7KU  B,GB7KU  G,439.5250,DUP-,9.0000,DV,TONE,5.0Hz,YES,Approximate,52.8,-0.4,0:00
1,UK_DStar_UHF_Rpt,BOZEAT,MIDL-DsRp,GB7BZ  B,GB7BZ  G,439.4125,DUP-,9.0000,DV,TONE,0.0Hz,YES,Approximate,52.2,-0.7,0:00
1,UK_DStar_UHF_Rpt,BRIGHTON,SE-DsRp,GB7BH  B,GB7BH  G,439.5750,DUP-,9.0000,DV,TONE,4.0Hz,YES,Approximate,50.8,-0.1,0:00
1,UK_DStar_UHF_Rpt,BRIGHTON,SE-DsRp,GB7BC  B,GB7BC  G,439.6500,DUP-,9.0000,DV,TONE,3.0Hz,YES,Approximate,50.8,-0.1,0:00
1,UK_DStar_UHF_Rpt,BRISTOL,SW-DsRp,GB7AD  B,GB7AD  G,439.7625,DUP-,9.0000,DV,TONE,0.0Hz,YES,Approximate,51.6,-2.5,0:00
1,UK_DStar_UHF_Rpt,CARDIFF,WM-DsRp,GB7CD  B,GB7CD  G,439.7000,DUP-,9.0000,DV,TONE,0.0Hz,YES,Approximate,51.5,-3.2,0:00
1,UK_DStar_UHF_Rpt,CARRICKFERGUS,NI-DsRp,GB7MW  B,GB7MW  G,439.4875,DUP-,9.0000,DV,TONE,15.0Hz,YES,Approximate,54.8,-5.8,0:00
1,UK_DStar_UHF_Rpt,CHELMSFORD,SE-DsRp,GB7ZP  B,GB7ZP  G,439.4875,DUP-,9.0000,DV,TONE,0.0Hz,YES,Approximate,51.8,0.5,0:00
1,UK_DStar_UHF_Rpt,CHELTENHAM,SW-DsRp,GB7RC  B,GB7RC  G,430.2625,DUP+,9.0000,DV,TONE,0.0Hz,YES,Approximate,51.9,-2.0,0:00
1,UK_DStar_UHF_Rpt,CHIRK,WM-DsRp,GB7RJ  B,GB7RJ  G,439.5375,DUP-,9.0000,DV,TONE,5.0Hz,YES,Approximate,52.9,-3.0,0:00
1,UK_DStar_UHF_Rpt,COLERAINE,NI-DsRp,GB7CX  B,GB7CX  G,430.8625,DUP+,7.6000,DV,TONE,12.0Hz,YES,Approximate,55.1,-6.7,0:00
1,UK_DStar_UHF_Rpt,COMBER,NI-DsRp,GB7KP  B,GB7KP  G,439.5750,DUP-,9.0000,DV,TONE,1.0Hz,YES,Approximate,54.5,-5.7,0:00
1,UK_DStar_UHF_Rpt,DERBY,MIDL-DsRp,GB7DC  B,GB7DC  G,430.8750,DUP+,7.6000,DV,TONE,71.9Hz,YES,Approximate,52.9,-1.4,0:00
1,UK_DStar_UHF_Rpt,DUFTON,NOR-DsRp,GB3VE ,GB3VE ,433.1000,DUP+,1.6000,DV,TONE,77.0Hz,YES,Approximate,54.7,-2.5,0:00
1,UK_DStar_UHF_Rpt,DUNGIVEN,NI-DsRp,GB7DN  B,GB7DN  G,439.4125,DUP-,9.0000,DV,TONE,0.0Hz,YES,Approximate,54.9,-7.0,0:00
1,UK_DStar_UHF_Rpt,EAST GRINSTEAD,SE-DsRp,GB7MH  B,GB7MH  G,439.6375,DUP-,9.0000,DV,TONE,2.0Hz,YES,Approximate,51.1,-0.1,0:00
1,UK_DStar_UHF_Rpt,EASTBOURNE,SE-DsRp,GB7ES  B,GB7ES  G,439.4375,DUP-,9.0000,DV,TONE,0.0Hz,YES,Approximate,50.8,0.3,0:00
1,UK_DStar_UHF_Rpt,EDINBURGH,SCOT-DsRp,GB7KN  B,GB7KN  G,439.4375,DUP-,9.0000,DV,TONE,1.0Hz,YES,Approximate,55.9,-3.4,0:00
1,UK_DStar_UHF_Rpt,EDINBURGH,SCOT-DsRp,GB3ED ,GB3ED ,433.3500,DUP+,1.6000,DV,TONE,94.8Hz,YES,Approximate,55.9,-3.2,0:00
1,UK_DStar_UHF_Rpt,EXETER,SW-DsRp,GB7NL  B,GB7NL  G,439.4625,DUP-,9.0000,DV,TONE,0.0Hz,YES,Approximate,50.7,-3.5,0:00
1,UK_DStar_UHF_Rpt,FAREHAM,SW-DsRp,GB7CO  B,GB7CO  G,439.4875,DUP-,9.0000,DV,TONE,3.0Hz,YES,Approximate,50.8,-1.2,0:00
1,UK_DStar_UHF_Rpt,FOLKESTONE,SE-DsRp,GB7FK  B,GB7FK  G,439.6750,DUP-,9.0000,DV,TONE,0.0Hz,YES,Approximate,51.1,1.2,0:00
1,UK_DStar_UHF_Rpt,FORFAR,SCOT-DsRp,GB7AG  B,GB7AG  G,430.9000,DUP+,7.6000,DV,TONE,94.8Hz,YES,Approximate,56.7,-2.9,0:00
1,UK_DStar_UHF_Rpt,GALASHIELS,SCOT-DsRp,GB7LS  B,GB7LS  G,439.4000,DUP-,9.0000,DV,TONE,0.0Hz,YES,Approximate,55.6,-2.9,0:00
1,UK_DStar_UHF_Rpt,GLENROTHES,SCOT-DsRp,GB7XG  B,GB7XG  G,430.8750,DUP+,7.6000,DV,TONE,1.0Hz,YES,Approximate,56.2,-3.2,0:00
1,UK_DStar_UHF_Rpt,GOSPORT,SW-DsRp,GB7SO  B,GB7SO  G,439.5250,DUP-,9.0000,DV,TONE,1.0Hz,YES,Approximate,50.8,-1.1,0:00
1,UK_DStar_UHF_Rpt,GRANTHAM,MIDL-DsRp,GB7GR  B,GB7GR  G,439.4500,DUP-,9.0000,DV,TONE,5.0Hz,YES,Approximate,52.9,-0.7,0:00
1,UK_DStar_UHF_Rpt,GREAT MALVERN,MIDL-DsRp,GB7WR  B,GB7WR  G,439.4625,DUP-,9.0000,DV,TONE,0.0Hz,YES,Approximate,52.1,-2.3,0:00
1,UK_DStar_UHF_Rpt,GRIMSBY,MIDL-DsRp,GB7GC  B,GB7GC  G,439.4375,DUP-,9.0000,DV,TONE,2.0Hz,YES,Approximate,53.6,-0.1,0:00
1,UK_DStar_UHF_Rpt,HASTINGS,SE-DsRp,GB7HE  B,GB7HE  G,439.5375,DUP-,9.0000,DV,TONE,0.0Hz,YES,Approximate,50.9,0.6,0:00
1,UK_DStar_UHF_Rpt,HERNE BAY,SE-DsRp,GB7IC  B,GB7IC  G,439.4500,DUP-,9.0000,DV,TONE,0.0Hz,YES,Approximate,51.4,1.1,0:00
1,UK_DStar_UHF_Rpt,HEXHAM,NOR-DsRp,GB7TY  B,GB7TY  G,439.6125,DUP-,9.0000,DV,TONE,10.0Hz,YES,Approximate,55.0,-2.0,0:00
1,UK_DStar_UHF_Rpt,HUCKNALL,MIDL-DsRp,GB7NV  B,GB7NV  G,430.8250,DUP+,7.6000,DV,TONE,1.0Hz,YES,Approximate,53.1,-1.2,0:00
1,UK_DStar_UHF_Rpt,HUDDERSFIELD,NOR-DsRp,GB7HX  B,GB7HX  G,439.5750,DUP-,9.0000,DV,TONE,1.0Hz,YES,Approximate,53.6,-1.9,0:00
1,UK_DStar_UHF_Rpt,IPSWICH,SE-DsRp,GB7PP  B,GB7PP  G,439.4375,DUP-,9.0000,DV,TONE,1.0Hz,YES,Approximate,52.3,1.1,0:00
1,UK_DStar_UHF_Rpt,ISLE OF SOUTH UI,SCOT-DsRp,GB3IS ,GB3IS ,430.8875,DUP+,7.6000,DV,TONE,94.8Hz,YES,Approximate,57.1,-7.3,0:00
1,UK_DStar_UHF_Rpt,JEDBURGH,SCOT-DsRp,GB7JD  B,GB7JD  G,439.4125,DUP-,9.0000,DV,TONE,1.0Hz,YES,Approximate,55.5,-2.6,0:00
1,UK_DStar_UHF_Rpt,KILMARNOCK,SCOT-DsRp,GB7AY  B,GB7AY  G,439.4500,DUP-,9.0000,DV,TONE,1.0Hz,YES,Approximate,55.7,-4.4,0:00
1,UK_DStar_UHF_Rpt,KIRKCALDY,SCOT-DsRp,GB7KY  B,GB7KY  G,439.6500,DUP-,9.0000,DV,TONE,1.0Hz,YES,Approximate,56.1,-3.2,0:00
